phrase 1	phrase 1 clean	phrase 2	phrase 2 clean	side to be replaced	SST replacement 1	SST replacement 2	SST replacement 3	SST replacement 4
this engaging mix	this engaging mix	of love and bloodletting	of love and bloodletting	right	of neighborhood values	of painting this family dynamic for the audience	of art of their own	of human decency
the wasted potential	the wasted potential	of this slapstick comedy	of this slapstick comedy	left	the most severe kind	the predictable plot	a pale imitation	the disappointingly generic nature
the wasted potential	the wasted potential	of this slapstick comedy	of this slapstick comedy	right	of redemption and regeneration	of children's television	of people who try to escape the country	of this ancient holistic healing system
a teen movie	a teen movie	with a humanistic message	with a humanistic message	left	the usual portrayals	the multiple stories	a motion picture	so many literary and cinematic sources
a teen movie	a teen movie	with a humanistic message	with a humanistic message	right	for the whole family	about movie love	with interesting conflicted characters	with formalist experimentation in cinematic art
that rare combination	that rare combination	of entertainment and education	of entertainment and education	left	this unique and entertaining twist	this wonderful portrait	a soothing formula	a compelling slice
that rare combination	that rare combination	of entertainment and education	of entertainment and education	right	of moral right and wrong	of a sick and evil woman	of neighborhood values	of love and bloodletting
the performances of the young players	the performances of the young players	are utterly convincing	are utterly convincing	left	skateboard films	some important comments	the dramatic potentials	the film's stories
the performances of the young players	the performances of the young players	are utterly convincing	are utterly convincing	right	are all fine	may pick up new admirers	can be fertile sources of humor	should inspire reaction in its audience
the predictability of bland comfort food	the predictability of bland comfort food	appeals to you	appeals to you	left	the modern rut	the rather clumsy original	a confusing melange	the very hollowness of the character he plays
the predictability of bland comfort food	the predictability of bland comfort food	appeals to you	appeals to you	right	starts to overtake the comedy	becomes a part of its fun	makes for adequate entertainment	finds a few chuckles
Flashy gadgets and whirling fight sequences	flashy gadgets and whirling fight sequences	may look cool	may look cool	left	a farcically bawdy fantasy	his problematic quest	a male hooker	the darker elements
Flashy gadgets and whirling fight sequences	flashy gadgets and whirling fight sequences	may look cool	may look cool	right	bring them to life	were actually surprising	make it strangely magnetic	are good for a laugh
a powerful and deeply moving example	a powerful and deeply moving example	of melodramatic moviemaking	of melodramatic moviemaking	left	the integrity and vision	some delightful work	the cozy feeling	a good job
a powerful and deeply moving example	a powerful and deeply moving example	of melodramatic moviemaking	of melodramatic moviemaking	right	of preaching to the converted	of isolation and frustration	of office politics	of consolation candy
dopey dialogue and sometimes inadequate performances	dopey dialogue and sometimes inadequate performances	kill the effect	kill the effect	left	incredibly irritating comedies	the banality and hypocrisy	throwaway movies	lazy exercises
dopey dialogue and sometimes inadequate performances	dopey dialogue and sometimes inadequate performances	kill the effect	kill the effect	right	make you nervous	are too obvious	are about what you'd expect	repeated in films over and over again
The overall feel of the film	the overall feel of the film	is pretty cheesy	is pretty cheesy	left	the projection television screen	cinema's capability	the usual portrayal	the last scene
The overall feel of the film	the overall feel of the film	is pretty cheesy	is pretty cheesy	right	does not live up to its style	may not satisfy every moviegoer's appetite	makes a lick of sense	is certainly not earthshaking
such a clever adaptation	such a clever adaptation	of the bard 's tragic play	of the bard's tragic play	left	a convincing impersonation	a multilayered work	the buoyant energy level	the exuberant openness
such a clever adaptation	such a clever adaptation	of the bard 's tragic play	of the bard's tragic play	right	of this ancient holistic healing system	of this slapstick comedy	of the plot	of pop+AC0-music history
a powerful political message	a powerful political message	stuffed into an otherwise mediocre film	stuffed into an otherwise mediocre film	left	a charismatic charmer	this engaging mix	a real human soul	its compassionate spirit
a powerful political message	a powerful political message	stuffed into an otherwise mediocre film	stuffed into an otherwise mediocre film	right	kills the effect	is stretched to the point of evaporation	is a little peculiar	is not explored very deeply
a triumph of gentility	a triumph of gentility	that earns its moments of pathos	that earns its moments of pathos	left	a uniquely sensual metaphorical dramatization	a striking style	a wild ride	a wonderful tale
a triumph of gentility	a triumph of gentility	that earns its moments of pathos	that earns its moments of pathos	right	that transcends language	that tries to tell of the unspeakable	that revels in its own simplicity	that transports you
an oddly fascinating depiction	an oddly fascinating depiction	of an architect of pop culture	of an architect of pop culture	left	a nice little story	a pleasant enough romance	a charismatic charmer	a harrowing drama
an oddly fascinating depiction	an oddly fascinating depiction	of an architect of pop culture	of an architect of pop culture	right	of a raindrop	of a particular theatrical family	of the criminal world	of emotional intimacy
the debate it joins	the debate it joins	is a necessary and timely one	is a necessary and timely one	left	the biggest problem	the slightest difficulty	his problematic quest	the melodramatic aspect
the debate it joins	the debate it joins	is a necessary and timely one	is a necessary and timely one	right	takes on life's urgent questions	makes for adequate entertainment	is no cinematic sin	sustains interest and empathy
the buoyant energy level	the buoyant energy level	of the film 's city beginnings	of the film's city beginnings	left	the fresh air	the most creative mayhem	a powerful political message	the delicious pulpiness
the buoyant energy level	the buoyant energy level	of the film 's city beginnings	of the film's city beginnings	right	of good kids and bad seeds	of this film	of beach party pop numbers	of an odd love triangle
the intelligent romantic comedy	the intelligent romantic comedy	with actual ideas on its mind	with actual ideas on its mind	left	a grand picture	the great film	a true adaptation	a cruelly funny twist
the intelligent romantic comedy	the intelligent romantic comedy	with actual ideas on its mind	with actual ideas on its mind	right	for the big screen	of gigantic proportions	of a couple's moral ascension	with a sane eye
A subject like this	a subject like this	should inspire reaction in its audience	should inspire reaction in its audience	left	the multiple stories	the pilot episode	a plot twist	an action movie
A subject like this	a subject like this	should inspire reaction in its audience	should inspire reaction in its audience	right	is utterly convincing	is good for a laugh	is shockingly intimate	is a worthwhile topic for a film
the worst of tragedies	the worst of tragedies	can be fertile sources of humor	can be fertile sources of humor	left	these alleged psychological thrillers	the rather clumsy originals	catastrophic collisions	the death reports
the worst of tragedies	the worst of tragedies	can be fertile sources of humor	can be fertile sources of humor	right	are very original	are good for a laugh	are utterly convincing	aren't badly made
the spell they cast	the spell they cast	is n't the least bit mesmerizing	isn't the least bit mesmerizing	left	the shocking conclusion	a unique culture	the dream world	this holiday movie
the spell they cast	the spell they cast	is n't the least bit mesmerizing	isn't the least bit mesmerizing	right	isn't particularly original	will be realized on the screen	is too manipulative	could make you weep
The bodily function jokes	the bodily function jokes	are about what you 'd expect	are about what you'd expect	left	the tone and pacing	the dark places	all of its ideas	violent initiation rites
The bodily function jokes	the bodily function jokes	are about what you 'd expect	are about what you'd expect	right	kill the effect	are a little peculiar	are an entirely foreign concept	seem goofy rather than provocative
the incessant lounge music	the incessant lounge music	playing in the film 's background	playing in the film's background	left	flashy gadgets and whirling fight sequences	this kind of material	a besotted and obvious drama	this silly little puddle
the incessant lounge music	the incessant lounge music	playing in the film 's background	playing in the film's background	right	is frequently unintentionally funny	is standard procedure	lends the film a resonant undertone of tragedy	done in an artless sytle
the punch and verve	the punch and verve	needed to make this genre soar	needed to make this genre soar	left	the primitive force	the delicate tightrope	the volatile dynamics	the set design and interiors
the punch and verve	the punch and verve	needed to make this genre soar	needed to make this genre soar	right	to fill several movies	impressed upon it	are too cute	will be following after it
a non+AC0-threatening multi+AC0-character piece	a non+AC0-threatening multi+AC0-character piece	centered around a public bath house	centered around a public bath house	left	a cool event	a strong message	the genuinely funny jokes	a funny yet dark and seedy clash
a non+AC0-threatening multi+AC0-character piece	a non+AC0-threatening multi+AC0-character piece	centered around a public bath house	centered around a public bath house	right	is in the works	can certainly not be emphasized enough	starts just around the corner	involved in the process
The art direction and costumes	the art direction and costumes	are gorgeous and finely detailed	are gorgeous and finely detailed	left	the novelistic stories	the main characters	open cans of pop	some freakish powers
The art direction and costumes	the art direction and costumes	are gorgeous and finely detailed	are gorgeous and finely detailed	right	are lush and inventive	are honestly affecting	are the cat's meow	make the old story seem new
the execution of these twists	the execution of these twists	is delivered with a hammer	is delivered with a hammer	left	the testimony of witnesses	a tart little lemon drop	the full price	the far future
the execution of these twists	the execution of these twists	is delivered with a hammer	is delivered with a hammer	right	doesn't just slip	is standard procedure	is on display	can certainly not be emphasized enough
an inexpressible and drab wannabe	an inexpressible and drab wannabe	looking for that exact niche	looking for that exact niche	left	a pretentious and ultimately empty examination	an incredibly irritating comedy	a ponderous and pretentious endeavor	a bad movie
an inexpressible and drab wannabe	an inexpressible and drab wannabe	looking for that exact niche	looking for that exact niche	right	centered around a public bath house	is on display	haunted by the exigencies of time	hidden in the film's thick shadows
an aborbing if arguable case	an aborbing if arguable case	for the man 's greatness	for the man's greatness	left	all the mounting tension	all the classic dramas	the ultimate exercise	all the depth
an aborbing if arguable case	an aborbing if arguable case	for the man 's greatness	for the man's greatness	right	of becoming a better person through love	for the whole family	with a humanistic message	of a sports extravaganza
this gentle and affecting melodrama	this gentle and affecting melodrama	will have luvvies in raptures	will have luvvies in raptures	left	the movie's progression	the intellectual and emotional pedigree	a small star	the evocative aesthetics
this gentle and affecting melodrama	this gentle and affecting melodrama	will have luvvies in raptures	will have luvvies in raptures	right	is a necessary and timely one	takes on life's urgent questions	played a crucial role	uses water as a metaphor for subconscious desire
an open can of pop	an open can of pop	left sitting in the sun	left sitting in the sun	left	a main character	a questionable kind	the dramatic potential	the helping hand
an open can of pop	an open can of pop	left sitting in the sun	left sitting in the sun	right	appeals to you	will have luvvies in raptures	tightening in your stomach	becomes a part of its fun
a bumpy but satisfying journey	a bumpy but satisfying journey	of the heart	of the heart	left	the romantic urgency	the ultimate mysteries	the cruel earnestness	the tiny revelations
a bumpy but satisfying journey	a bumpy but satisfying journey	of the heart	of the heart	right	of office politics	of melodramatic moviemaking	of the absurd	of awkward emotions
lack of a pyschological center	lack of a pyschological center	knocks it flat	knocks it flat	left	the ambiguous ending	the emotional blockage	the comic element	the difficult process
lack of a pyschological center	lack of a pyschological center	knocks it flat	knocks it flat	right	is too obvious	makes you nervous	keeping the film from developing any storytelling flow	isn't the least bit mesmerizing
The movie 's quiet affirmation	the movie's quiet affirmation	of neighborhood values	of neighborhood values	left	the exotic world	a worthwhile addition	that extra little something	an original and highly cerebral examination
The movie 's quiet affirmation	the movie's quiet affirmation	of neighborhood values	of neighborhood values	right	of a happy ending	of a particular theatrical family	of human decency	of satiric fire and emotional turmoil
The principals in this cast	the principals in this cast	are all fine	are all fine	left	the film's scenarios	young actresses	loquacious videologues	skateboard films
The principals in this cast	the principals in this cast	are all fine	are all fine	right	may pick up new admirers	bring them to life	playing smart people amid a compelling plot	are genuinely witty
the franchise 's best years	the franchise's best years	are long past	are long past	left	the value and respect	happy endings	decent glimpses	the rich promises
the franchise 's best years	the franchise's best years	are long past	are long past	right	may be fleeting	are going to show up soon	keep happening over and over again	don't just slip
the story and ensuing complications	the story and ensuing complications	are too manipulative	are too manipulative	left	crash courses	those underrated professionals	the measured pace and lack of dramatic inflection	his problematic quests
the story and ensuing complications	the story and ensuing complications	are too manipulative	are too manipulative	right	are so graphically excessive	may be overstating it	are not explored very deeply	can be found a tough beauty
the intellectual and emotional pedigree	the intellectual and emotional pedigree	of your date	of your date	left	the opulent lushness	the kind of visual flair	all the scenic appeal	the real story
the intellectual and emotional pedigree	the intellectual and emotional pedigree	of your date	of your date	right	of this ancient holistic healing system	of average people	of the plot	of a screenplay
the kind of dramatic unity	the kind of dramatic unity	that transports you	that transports you	left	a soothing formula	a realistic atmosphere	the kind of genuine depth	an enjoyable film
the kind of dramatic unity	the kind of dramatic unity	that transports you	that transports you	right	that transcends language	that frustrates and captivates	that entertains even as it turns maddeningly predictable	that transcends culture and race
a frat boy 's idea	a frat boy's idea	of a good time	of a good time	left	a sad picture	the film's almost unbearable portrait	the wasted potential	the gratuitous cinematic distractions
a frat boy 's idea	a frat boy's idea	of a good time	of a good time	right	of vampire fun	of relaxing around old friends	of daring films	of true sophistication
spray cheese and underarm noises	spray cheese and underarm noises	played a crucial role	played a crucial role	left	the harsh reality	the melodramatic aspects	all the dysfunctional family dynamics	flashy gadgets and whirling fight sequences
spray cheese and underarm noises	spray cheese and underarm noises	played a crucial role	played a crucial role	right	make for adequate entertainment	become a part of its fun	can truly be	come off as big
the cultural and moral issues	the cultural and moral issues	involved in the process	involved in the process	left	the fictional footage	a marching band	the issue of faith	a main character
the cultural and moral issues	the cultural and moral issues	involved in the process	involved in the process	right	playing in the film's background	were in another movie	built into it	keep happening over and over again
the film 's easygoing blend	the film's easygoing blend	of comedy and romance	of comedy and romance	left	a cinematic postcard	a strangely tempting bouquet	the sheer beauty	an eventual cult classic
the film 's easygoing blend	the film's easygoing blend	of comedy and romance	of comedy and romance	right	of intelligence and wit	of a couple's moral ascension	between art and life	of love and jealousy and sacrifice
a thoughtful and unflinching examination	a thoughtful and unflinching examination	of an alternative lifestyle	of an alternative lifestyle	left	this seductive tease	a fascinating but flawed look	an original treatment	a sleek advert
a thoughtful and unflinching examination	a thoughtful and unflinching examination	of an alternative lifestyle	of an alternative lifestyle	right	of veracity and narrative grace	of spare dialogue and acute expressiveness	of vampire fun	of a sports extravaganza
the movie 's sophomoric blend	the movie's sophomoric blend	of shenanigans and slapstick	of shenanigans and slapstick	left	this silly little puddle	this prickly indie comedy	an unsettled feeling	a farcically bawdy fantasy
the movie 's sophomoric blend	the movie's sophomoric blend	of shenanigans and slapstick	of shenanigans and slapstick	right	of sadness and grief	of ego and jealousy	of unsettling atmospherics	of canned humor
the kind of art shots	the kind of art shots	that fill gallery shows	that fill gallery shows	left	the painted backdrops	the grown men	the bodily function jokes	the end results
the kind of art shots	the kind of art shots	that fill gallery shows	that fill gallery shows	right	that hold society in place	that tend to characterize puberty	that take time to enjoy	that accompany lifelong friendships
the film 's lamer instincts	the film's lamer instincts	are in the saddle	are in the saddle	left	the alleged psychological thrillers	soulless hunks	a frat boy's ideas	the film's almost unbearable portraits
the film 's lamer instincts	the film's lamer instincts	are in the saddle	are in the saddle	right	are extensions of themselves	played a crucial role	start to overtake the comedy	find a few chuckles
the pushiness and decibel volume	the pushiness and decibel volume	of most contemporary comedies	of most contemporary comedies	left	the slow buildup	the emotional overload	all the dysfunctional family dynamics	the choking sense
the pushiness and decibel volume	the pushiness and decibel volume	of most contemporary comedies	of most contemporary comedies	right	in the auditorium	of such an endeavour	of the girls' environment	of a sudden lunch rush at the diner
the adrenaline jolt	the adrenaline jolt	of a sudden lunch rush at the diner	of a sudden lunch rush at the diner	left	the same magical quality	the buoyant energy level	a uniquely sensual metaphorical dramatization	the humor and humanity
the adrenaline jolt	the adrenaline jolt	of a sudden lunch rush at the diner	of a sudden lunch rush at the diner	right	of intelligence and wit	of moral right and wrong	of gigantic proportions	of comedy and romance
this particular result	this particular result	is ultimately held back from being something greater	is ultimately held back from being something greater	left	the last movie	the title character	the film's plot	the latest gimmick
this particular result	this particular result	is ultimately held back from being something greater	is ultimately held back from being something greater	right	feels absolutely deja vu	makes you nervous	is not explored very deeply	kills the effect
the evocative aesthetics	the evocative aesthetics	evincing the hollow state of modern love life	evincing the hollow state of modern love life	left	the numerous scenes	the real story	a sometimes interesting remake	an original treatment
the evocative aesthetics	the evocative aesthetics	evincing the hollow state of modern love life	evincing the hollow state of modern love life	right	are standard procedure	done in an artless sytle	mimicking the work of his subjects	may be fleeting
the sedentary doldrums	the sedentary doldrums	that set in at this time of year	that set in at this time of year	left	the hollow state	the conflicted complexity	the mundane horrors	his problematic quest
the sedentary doldrums	the sedentary doldrums	that set in at this time of year	that set in at this time of year	right	that were never planned	that are at the center of the story	that dwarf everything else in the film	that work only sporadically
the death report	the death report	comes to share airtime alongside the farm report	comes to share airtime alongside the farm report	left	a cruel story	this poor remake	an unwieldy cast	the wasted potential
the death report	the death report	comes to share airtime alongside the farm report	comes to share airtime alongside the farm report	right	is too obvious	is too grave for youngsters	isn't particularly original	could make you weep
a tortuous comment	a tortuous comment	that perfectly illustrates the picture 's moral schizophrenia	that perfectly illustrates the picture's moral schizophrenia	left	the conflicted complexity	all the dramatic weight	the biggest problem	the emotional overload
a tortuous comment	a tortuous comment	that perfectly illustrates the picture 's moral schizophrenia	that perfectly illustrates the picture's moral schizophrenia	right	that curls at the edges	that permeates the script	that detracts from its ending	that's all too suspiciously smooth
its episodic pacing	its episodic pacing	keeping the film from developing any storytelling flow	keeping the film from developing any storytelling flow	left	an oafish idiot	the difficult relationship	this stuck pig	this vapid vehicle
its episodic pacing	its episodic pacing	keeping the film from developing any storytelling flow	keeping the film from developing any storytelling flow	right	should get a pink slip	feels absolutely deja vu	makes you nervous	isn't particularly original
a college student	a college student	who sees himself as impervious to a fall	who sees himself as impervious to a fall	left	a main character	a marathon runner	just the vampire	an impressionable kid
a college student	a college student	who sees himself as impervious to a fall	who sees himself as impervious to a fall	right	who reads the book	who can see the forest for the trees	that involves us in the unfolding crisis	that's at the center of the story
the crazy things	the crazy things	that keep people going in this crazy life	that keep people going in this crazy life	left	those rare occasions	the cultural and moral issues	the right stuff	all the religious and civic virtues
the crazy things	the crazy things	that keep people going in this crazy life	that keep people going in this crazy life	right	that transcend their predicament	that revel in their own simplicity	that frustrate and captivate	that transcend language
a good performance	a good performance	in a film that does n't merit it	in a film that doesn't merit it	left	the cozy feeling	the funniest thing	the lustrous polished visuals	some delightful work
a good performance	a good performance	in a film that does n't merit it	in a film that doesn't merit it	right	of no real consequence	about otherwise dull subjects	to no particularly memorable effect	of inexcusable dumb innocence
the romantic urgency	the romantic urgency	that 's at the center of the story	that's at the center of the story	left	a glossy melodrama	a bumpy but satisfying journey	a mysterious creature	a plucky heroine
the romantic urgency	the romantic urgency	that 's at the center of the story	that's at the center of the story	right	that fills gallery shows	that involves us in the unfolding crisis	that roots it in feeling	that accompanies this human condition
the exuberant openness	the exuberant openness	with which he expresses our most basic emotions	with which he expresses our most basic emotions	left	a casual intelligence	an earnest debut	the humor and humanity	a non+AC0-threatening multi+AC0-character piece
the exuberant openness	the exuberant openness	with which he expresses our most basic emotions	with which he expresses our most basic emotions	right	that was never planned	that distinguishes the merely quirky from the surreal	that accompanies this human condition	that dwarfs everything else in the film
this noble warlord	this noble warlord	would be consigned to the dustbin of history	would be consigned to the dustbin of history	left	the symbiotic relationship	the entire exercise	the kids in the house	your favorite pet
this noble warlord	this noble warlord	would be consigned to the dustbin of history	would be consigned to the dustbin of history	right	could make you weep	seems goofy rather than provocative	is a con artist and a liar	approaching the end of his vitality
a good job	a good job	of painting this family dynamic for the audience	of painting this family dynamic for the audience	left	a compelling slice	a grand picture	brutal honesty and respect	their best work
a good job	a good job	of painting this family dynamic for the audience	of painting this family dynamic for the audience	right	of pretty and weightless intellectual entertainment	of romantic comedy	of satiric fire and emotional turmoil	of charisma and menace
a strong message	a strong message	about never giving up on a loved one	about never giving up on a loved one	left	a funny little movie	a happy ending	a strangely tempting bouquet	a nice little story
a strong message	a strong message	about never giving up on a loved one	about never giving up on a loved one	right	of sensual delights and simmering violence	of entangled interrelationships and complex morality	in a vibrant and intoxicating fashion	of sharp writing
a moving experience	a moving experience	for people who have n't read the book	for people who haven't read the book	left	a deliciously nonsensical comedy	a strong dramatic and emotional pull	an engaging look	a good performance
a moving experience	a moving experience	for people who have n't read the book	for people who haven't read the book	right	for the big screen	for the geek generation	of comedy and romance	in the auditorium
an engaging look	an engaging look	at the controversial eponymous and fiercely atheistic hero	at the controversial eponymous and fiercely atheistic hero	left	their consistently sensitive and often exciting treatment	a powerful and deeply moving example	an exhilarating exploration	the emotional resonance
an engaging look	an engaging look	at the controversial eponymous and fiercely atheistic hero	at the controversial eponymous and fiercely atheistic hero	right	of the worst possibilities of mankind	of gun violence	of emotional blandness	of a truly frightening situation
the silly walk	the silly walk	that distinguishes the merely quirky from the surreal	that distinguishes the merely quirky from the surreal	left	the oddest thing	the obstacle course	the pocket monster movie franchise	the execution of these twists
the silly walk	the silly walk	that distinguishes the merely quirky from the surreal	that distinguishes the merely quirky from the surreal	right	that dwarfs everything else in the film	that's at the center of the story	that takes time to enjoy	that should move quickly
a bad movie	a bad movie	appearing on behalf of a good cause	appearing on behalf of a good cause	left	an incredibly irritating comedy	an inexpressible and drab wannabe	junk food cinema	a ponderous and pretentious endeavor
a bad movie	a bad movie	appearing on behalf of a good cause	appearing on behalf of a good cause	right	starts to overtake the comedy	would be a welcome improvement	sustains interest and empathy	exceeds its grasp
a dull moment	a dull moment	in the giant spider invasion comic chiller	in the giant spider invasion comic chiller	left	the downward spiral	a confusing melange	a major problem	the wasted potential
a dull moment	a dull moment	in the giant spider invasion comic chiller	in the giant spider invasion comic chiller	right	of modern moviemaking	for its fiftysomething leading ladies	of redemption and regeneration	of a fall dawn
the subject matter	the subject matter	is as adult as you can get	is as adult as you can get	left	such a premise	the likely audience	the execution of these twists	the testimony of witnesses
the subject matter	the subject matter	is as adult as you can get	is as adult as you can get	right	uses water as a metaphor for subconscious desire	is no cinematic sin	is a necessary and timely one	takes on life's urgent questions
the real horror	the real horror	may be waiting for us at home	may be waiting for us at home	left	all the dysfunctional family dynamics	the most undeserving victim	the typical problems	this vapid vehicle
the real horror	the real horror	may be waiting for us at home	may be waiting for us at home	right	going on over our heads	hidden in the film's thick shadows	is how long you've been sitting still	evincing the hollow state of modern love life
the storytelling instincts	the storytelling instincts	of a slightly more literate filmgoing audience	of a slightly more literate filmgoing audience	left	the dutiful precision	a technological exercise	the most multilayered and sympathetic female characters	a plucky heroine
the storytelling instincts	the storytelling instincts	of a slightly more literate filmgoing audience	of a slightly more literate filmgoing audience	right	of this calibre	of satiric fire and emotional turmoil	of a happy ending	of love and humility
a harrowing drama	a harrowing drama	that tries to tell of the unspeakable	that tries to tell of the unspeakable	left	an unusually vivid set	the most enchanting film	the exuberant openness	this engaging mix
a harrowing drama	a harrowing drama	that tries to tell of the unspeakable	that tries to tell of the unspeakable	right	that resonates with profundity	that entertains even as it turns maddeningly predictable	that frustrates and captivates	that revels in its own simplicity
an artificial creation	an artificial creation	in a world that thrives on artificiality	in a world that thrives on artificiality	left	a dangerous political situation	the filmed reading	the culture clashes	the playful paranoia
an artificial creation	an artificial creation	in a world that thrives on artificiality	in a world that thrives on artificiality	right	of urban desperation	of an action film	of shenanigans and slapstick	in the genre
the same ideas	the same ideas	repeated in films over and over again	repeated in films over and over again	left	the human tragedy	this noble warlord	the addition of a biblical message	the additional storyline
the same ideas	the same ideas	repeated in films over and over again	repeated in films over and over again	right	seem goofy rather than provocative	may be overstating it	can kill love	are so graphically excessive
a realistic atmosphere	a realistic atmosphere	that involves us in the unfolding crisis	that involves us in the unfolding crisis	left	their consistently sensitive and often exciting treatment	a moral tale	a soothing formula	a pretty convincing performance
a realistic atmosphere	a realistic atmosphere	that involves us in the unfolding crisis	that involves us in the unfolding crisis	right	that holds society in place	that's at the center of the story	that takes time to enjoy	that accompanies this human condition
an action hero	an action hero	motivated by something more than franchise possibilities	motivated by something more than franchise possibilities	left	a movie about a bus wreck	a common tenet	his own idiosyncratic strain	a slightly anarchic approach
an action hero	an action hero	motivated by something more than franchise possibilities	motivated by something more than franchise possibilities	right	becomes a part of its fun	takes on life's urgent questions	makes for adequate entertainment	finds a few chuckles
an amazing performance	an amazing performance	that dwarfs everything else in the film	that dwarfs everything else in the film	left	Oscar caliber cast	a visually masterful work	a great actress	a wonderous accomplishment
an amazing performance	an amazing performance	that dwarfs everything else in the film	that dwarfs everything else in the film	right	that accompanies lifelong friendships	that accompanies this human condition	that set in at this time of year	that was never planned
a fanciful film	a fanciful film	about the typical problems of average people	about the typical problems of average people	left	an original idea	a pleasant enough romance	the genuinely funny jokes	a powerful political message
a fanciful film	a fanciful film	about the typical problems of average people	about the typical problems of average people	right	of characters and motivations	of this ancient holistic healing system	for the spotlight	of the opera
the creepy crawlies	the creepy crawlies	hidden in the film 's thick shadows	hidden in the film's thick shadows	left	the only thing	even cranky adults	the cutthroat world	just the vampires
the creepy crawlies	the creepy crawlies	hidden in the film 's thick shadows	hidden in the film's thick shadows	right	looking for that exact niche	are pushed to one side	are delivered with a hammer	are on display
The universal theme	the universal theme	of becoming a better person through love	of becoming a better person through love	left	the psychological thriller	the movie's power	a thoughtful and unflinching examination	the ultimate mysteries
The universal theme	the universal theme	of becoming a better person through love	of becoming a better person through love	right	of familial separation and societal betrayal	of a sports extravaganza	of the world's greatest teacher	of a good vampire tale
a superior cast	a superior cast	playing smart people amid a compelling plot	playing smart people amid a compelling plot	left	a harrowing drama	a nice little story	the preteen girls	an audacious tour
a superior cast	a superior cast	playing smart people amid a compelling plot	playing smart people amid a compelling plot	right	is good for a laugh	portraying a complex character	should inspire reaction in its audience	is in place for a great film noir
a powerful look	a powerful look	at a failure of our justice system	at a failure of our justice system	left	a suspenseful spin	a compelling slice	a cruelly funny twist	an enjoyable film
a powerful look	a powerful look	at a failure of our justice system	at a failure of our justice system	right	of a truly frightening situation	about otherwise dull subjects	of inexcusable dumb innocence	into rambling incoherence
a plucky heroine	a plucky heroine	battling a monster loose in a spaceship	battling a monster loose in a spaceship	left	the young stars	the universal theme	the twist endings	this harrowing journey
a plucky heroine	a plucky heroine	battling a monster loose in a spaceship	battling a monster loose in a spaceship	right	trying to finish a race	wearing a wool wetsuit	was in another movie	is always the last one living
an overlong visit	an overlong visit	from a large group of your relatives	from a large group of your relatives	left	a nagging sense	a cruel story	the worst of tragedies	the wasted potential
an overlong visit	an overlong visit	from a large group of your relatives	from a large group of your relatives	right	of people who try to escape the country	of a thriller	to the movies	of the pool
the idea of narrative logic or cohesion	the idea of narrative logic or cohesion	is an entirely foreign concept	is an entirely foreign concept	left	any real psychological grounding	the overall feel	the experience of going to a film festival	the playful paranoia
the idea of narrative logic or cohesion	the idea of narrative logic or cohesion	is an entirely foreign concept	is an entirely foreign concept	right	knocks it flat	is not explored very deeply	is a little peculiar	is too obvious
each moment of this broken character study	each moment of this broken character study	is rich in emotional texture	is rich in emotional texture	left	this predictable romantic comedy	the harsh reality	this silly little puddle	even its attitude
each moment of this broken character study	each moment of this broken character study	is rich in emotional texture	is rich in emotional texture	right	is gorgeous and finely detailed	is honestly affecting	is well told	has enough interesting characters to fill several movies
a chafing inner loneliness and desperate grandiosity	a chafing inner loneliness and desperate grandiosity	that tend to characterize puberty	that tend to characterize puberty	left	the harsh realities	the typical problems	besotted and obvious dramas	some creepy scenes
a chafing inner loneliness and desperate grandiosity	a chafing inner loneliness and desperate grandiosity	that tend to characterize puberty	that tend to characterize puberty	right	that was never planned	that are controlled by neither character	that involve us in the unfolding crisis	that dwarf everything else in the film
Fans of the animated wildlife adventure show	fans of the animated wildlife adventure show	will be in warthog heaven	will be in warthog heaven	left	solid female talent	the preteen girls	a video helmer	lovers of the book
Fans of the animated wildlife adventure show	fans of the animated wildlife adventure show	will be in warthog heaven	will be in warthog heaven	right	get a fuzzy treat	are quite admirable	are top notch	won't be disappointed
its careful pace and seemingly opaque story	its careful pace and seemingly opaque story	may not satisfy every moviegoer 's appetite	may not satisfy every moviegoer's appetite	left	the emotional development	this harrowing journey	all the scenic appeal	the filmmaker's lifelong concern
its careful pace and seemingly opaque story	its careful pace and seemingly opaque story	may not satisfy every moviegoer 's appetite	may not satisfy every moviegoer's appetite	right	does not live up to its style	make piecing the story together frustrating difficult	seem contrived and secondhand	are nothing special
the truth of the matter	the truth of the matter	is I was glad when it was over	is I was glad when it was over	left	the tiny revelation	the cruel earnestness	the universal theme	the devastating horror
the truth of the matter	the truth of the matter	is I was glad when it was over	is I was glad when it was over	right	is disgusting to begin with	doesn't work in a modern context	makes piecing the story together frustrating difficult	may not satisfy every moviegoer's appetite
the dispatching of the cast	the dispatching of the cast	is as often imaginative as it is gory	is as often imaginative as it is gory	left	the dry wit	the recording industry	the playful paranoia	an action movie
the dispatching of the cast	the dispatching of the cast	is as often imaginative as it is gory	is as often imaginative as it is gory	right	makes the old story seem new	is interesting and entertaining	is top notch	is well done
a few of the characters	a few of the characters	act in ways that real people would n't	act in ways that real people wouldn't	left	main characters	these novelistic stories	the television series	filmmakers and performers
a few of the characters	a few of the characters	act in ways that real people would n't	act in ways that real people wouldn't	right	can also seem tedious	are certainly not earthshaking	are nothing special	may be shallow
The problems and characters it reveals	the problems and characters it reveals	are universal and involving	are universal and involving	left	spray cheese and underarm noises	the film's few ideas	all the dysfunctional family dynamics	the most conservative protagonists
